packet_id,category,expected_choice,seed,pid,trial,policy,baseline_correct,policy_correct,baseline_answer,policy_answer,router_score,threshold
pairwise_router_v120_budget0_all_0155_neither_correct_s60603_p95_t5,neither_correct,NEITHER,60603,95,5,target_intersection_top20,False,False,180,30,0.9384702888541451,0.4164719054085135
pairwise_router_v120_budget0_all_0156_neither_correct_s60603_p95_t6,neither_correct,NEITHER,60603,95,6,target_intersection_top20,False,False,180,30,0.9913433997072228,0.4164719054085135
pairwise_router_v120_budget0_all_0157_neither_correct_s60603_p115_t0,neither_correct,NEITHER,60603,115,0,union_rank_top3,False,False,0,53000,0.557680382808734,0.4164719054085135
pairwise_router_v120_budget0_all_0158_neither_correct_s60603_p115_t2,neither_correct,NEITHER,60603,115,2,union_rank_top3,False,False,0,53750,0.5066635164867088,0.4164719054085135
pairwise_router_v120_budget0_all_0159_neither_correct_s60603_p115_t4,neither_correct,NEITHER,60603,115,4,union_rank_top3,False,False,0,187500,0.435530137727337,0.4164719054085135
pairwise_router_v120_budget0_all_0160_neither_correct_s60603_p120_t0,neither_correct,NEITHER,60603,120,0,target_intersection_top10,False,False,36,18,0.7780374982612507,0.4164719054085135
pairwise_router_v120_budget0_all_0161_neither_correct_s60603_p120_t3,neither_correct,NEITHER,60603,120,3,union_rank_top3,False,False,36,18,0.5266173928707921,0.4164719054085135
pairwise_router_v120_budget0_all_0162_neither_correct_s60603_p120_t7,neither_correct,NEITHER,60603,120,7,union_rank_top3,False,False,36,16,0.6132966782069595,0.4164719054085135
pairwise_router_v120_budget0_all_0163_neither_correct_s60603_p121_t7,neither_correct,NEITHER,60603,121,7,target_intersection_top10,False,False,2\pi/7,7,0.5556589962703381,0.4164719054085135
pairwise_router_v120_budget0_all_0164_neither_correct_s60603_p124_t1,neither_correct,NEITHER,60603,124,1,target_intersection_top10,False,False,\begin{pmatrix}3\\5\end{pmatrix},2,0.5470386003038366,0.4164719054085135
pairwise_router_v120_budget0_all_0165_neither_correct_s60603_p124_t2,neither_correct,NEITHER,60603,124,2,union_rank_top3,False,False,\begin{pmatrix}3\\5\end{pmatrix},\begin{pmatrix}1\\1\end{pmatrix},0.6028267051375472,0.4164719054085135
pairwise_router_v120_budget0_all_0166_recovery_s60601_p3_t0,recovery,B,60601,3,0,union_rank_top3,False,True,0.57,73.5,0.9964731644199917,0.6522112366081658
pairwise_router_v120_budget0_all_0167_recovery_s60601_p3_t1,recovery,B,60601,3,1,union_rank_top3,False,True,42,73.5,0.9964347997482699,0.6522112366081658
pairwise_router_v120_budget0_all_0168_recovery_s60601_p3_t2,recovery,B,60601,3,2,union_rank_top3,False,True,6.4,73.5,0.9970049214671035,0.6522112366081658
pairwise_router_v120_budget0_all_0169_recovery_s60601_p3_t3,recovery,B,60601,3,3,union_rank_top3,False,True,6.4,73.5,0.9963232121805746,0.6522112366081658
pairwise_router_v120_budget0_all_0170_recovery_s60601_p3_t4,recovery,B,60601,3,4,union_rank_top3,False,True,6.4,73.5,0.996513382241042,0.6522112366081658
pairwise_router_v120_budget0_all_0171_recovery_s60601_p3_t5,recovery,B,60601,3,5,union_rank_top3,False,True,42,73.5,0.9967359557670338,0.6522112366081658
pairwise_router_v120_budget0_all_0172_recovery_s60601_p3_t6,recovery,B,60601,3,6,union_rank_top3,False,True,42,73.5,0.9949852190698316,0.6522112366081658
pairwise_router_v120_budget0_all_0173_recovery_s60601_p3_t7,recovery,B,60601,3,7,union_rank_top3,False,True,24,73.5,0.9970321349834473,0.6522112366081658
pairwise_router_v120_budget0_all_0174_recovery_s60601_p10_t0,recovery,B,60601,10,0,union_rank_top3,False,True,40,30,0.9546761370290334,0.6522112366081658
pairwise_router_v120_budget0_all_0175_recovery_s60601_p10_t1,recovery,B,60601,10,1,union_rank_top3,False,True,10,30,0.9053462851986581,0.6522112366081658
pairwise_router_v120_budget0_all_0176_recovery_s60601_p10_t2,recovery,B,60601,10,2,union_rank_top3,False,True,10,30,0.9705747384907496,0.6522112366081658
pairwise_router_v120_budget0_all_0177_recovery_s60601_p10_t3,recovery,B,60601,10,3,union_rank_top3,False,True,10,30,0.921095741887846,0.6522112366081658
pairwise_router_v120_budget0_all_0178_recovery_s60601_p10_t4,recovery,B,60601,10,4,union_rank_top3,False,True,10,30,0.965832319834587,0.6522112366081658
pairwise_router_v120_budget0_all_0179_recovery_s60601_p10_t6,recovery,B,60601,10,6,union_rank_top3,False,True,10,30,0.9634776700723424,0.6522112366081658
pairwise_router_v120_budget0_all_0180_recovery_s60601_p10_t7,recovery,B,60601,10,7,union_rank_top3,False,True,10,30,0.9581983046960064,0.6522112366081658
pairwise_router_v120_budget0_all_0181_recovery_s60601_p12_t0,recovery,B,60601,12,0,union_rank_top3,False,True,7/1099,1/83,0.9806137314408842,0.6522112366081658
pairwise_router_v120_budget0_all_0182_recovery_s60601_p12_t1,recovery,B,60601,12,1,target_intersection_top20,False,True,7/1099,1/83,0.9339897634695252,0.6522112366081658
pairwise_router_v120_budget0_all_0183_recovery_s60601_p12_t2,recovery,B,60601,12,2,union_rank_top3,False,True,7/1099,1/83,0.9708075452144782,0.6522112366081658
pairwise_router_v120_budget0_all_0184_recovery_s60601_p12_t3,recovery,B,60601,12,3,union_rank_top3,False,True,7/1099,1/83,0.974215777085366,0.6522112366081658
pairwise_router_v120_budget0_all_0185_recovery_s60601_p12_t4,recovery,B,60601,12,4,union_rank_top3,False,True,7/1099,1/83,0.9867590296324982,0.6522112366081658
pairwise_router_v120_budget0_all_0186_recovery_s60601_p12_t5,recovery,B,60601,12,5,union_rank_top3,False,True,7/1099,1/83,0.9638579952417204,0.6522112366081658
pairwise_router_v120_budget0_all_0187_recovery_s60601_p12_t6,recovery,B,60601,12,6,union_rank_top3,False,True,7/1099,1/83,0.9766550569651893,0.6522112366081658
pairwise_router_v120_budget0_all_0188_recovery_s60601_p12_t7,recovery,B,60601,12,7,union_rank_top3,False,True,7/1099,1/83,0.9804888027115394,0.6522112366081658
pairwise_router_v120_budget0_all_0189_recovery_s60601_p27_t0,recovery,B,60601,27,0,union_rank_top3,False,True,3,47/24,0.6943682844904415,0.6522112366081658
pairwise_router_v120_budget0_all_0190_recovery_s60601_p29_t0,recovery,B,60601,29,0,target_intersection_top20,False,True,"(-\infty,-2)\cup(3,\infty)","(-\infty,-2)\cup(-2,3)\cup(3,\infty)",0.925904059679081,0.6522112366081658
pairwise_router_v120_budget0_all_0191_recovery_s60601_p43_t6,recovery,B,60601,43,6,target_intersection_top20,False,True,2,50,0.9783786424390322,0.6522112366081658
pairwise_router_v120_budget0_all_0192_recovery_s60601_p43_t7,recovery,B,60601,43,7,union_rank_top3,False,True,2,50,0.9055543860298115,0.6522112366081658
pairwise_router_v120_budget0_all_0193_recovery_s60601_p58_t0,recovery,B,60601,58,0,union_rank_top3,False,True,16,4,0.8934440529922847,0.6522112366081658
pairwise_router_v120_budget0_all_0194_recovery_s60601_p58_t1,recovery,B,60601,58,1,union_rank_top3,False,True,16,4,0.9492548088030315,0.6522112366081658
pairwise_router_v120_budget0_all_0195_recovery_s60601_p58_t2,recovery,B,60601,58,2,union_rank_top3,False,True,16,4,0.9387235848167405,0.6522112366081658
pairwise_router_v120_budget0_all_0196_recovery_s60601_p58_t3,recovery,B,60601,58,3,union_rank_top3,False,True,16,4,0.9256551759635541,0.6522112366081658
pairwise_router_v120_budget0_all_0197_recovery_s60601_p58_t4,recovery,B,60601,58,4,union_rank_top3,False,True,16,4,0.8560313962612149,0.6522112366081658
pairwise_router_v120_budget0_all_0198_recovery_s60601_p58_t5,recovery,B,60601,58,5,union_rank_top3,False,True,16,4,0.7442645241788302,0.6522112366081658
pairwise_router_v120_budget0_all_0199_recovery_s60601_p58_t6,recovery,B,60601,58,6,union_rank_top3,False,True,16,4,0.9285371441013839,0.6522112366081658
pairwise_router_v120_budget0_all_0200_recovery_s60601_p58_t7,recovery,B,60601,58,7,union_rank_top3,False,True,15,4,0.8838926821976429,0.6522112366081658
pairwise_router_v120_budget0_all_0201_recovery_s60601_p96_t0,recovery,B,60601,96,0,target_intersection_top20,False,True,\$1.50,\$7.50,0.8395329594421694,0.6522112366081658
pairwise_router_v120_budget0_all_0202_recovery_s60601_p96_t1,recovery,B,60601,96,1,target_intersection_top20,False,True,\$1.50,\$7.50,0.9079190956742388,0.6522112366081658
pairwise_router_v120_budget0_all_0203_recovery_s60601_p96_t3,recovery,B,60601,96,3,target_intersection_top10,False,True,\$1.50,\$7.50,0.9556747750950434,0.6522112366081658
pairwise_router_v120_budget0_all_0204_recovery_s60601_p96_t4,recovery,B,60601,96,4,target_intersection_top20,False,True,\$1.50,\$7.50,0.9164085488122372,0.6522112366081658
pairwise_router_v120_budget0_all_0205_recovery_s60601_p96_t5,recovery,B,60601,96,5,target_intersection_top20,False,True,\$1.50,\$7.50,0.9247148355404307,0.6522112366081658
pairwise_router_v120_budget0_all_0206_recovery_s60601_p96_t6,recovery,B,60601,96,6,target_intersection_top20,False,True,\$1.50,\$7.50,0.9057252868601426,0.6522112366081658
pairwise_router_v120_budget0_all_0207_recovery_s60601_p96_t7,recovery,B,60601,96,7,target_intersection_top20,False,True,\$1.50,\$7.50,0.944239570108175,0.6522112366081658
pairwise_router_v120_budget0_all_0208_recovery_s60601_p98_t3,recovery,B,60601,98,3,target_intersection_top20,False,True,\$12,\$36,0.7808034835603538,0.6522112366081658
pairwise_router_v120_budget0_all_0209_recovery_s60601_p100_t0,recovery,B,60601,100,0,union_rank_top3,False,True,90^\circ,108^\circ,0.9334091478623838,0.6522112366081658
pairwise_router_v120_budget0_all_0210_recovery_s60601_p100_t2,recovery,B,60601,100,2,union_rank_top3,False,True,18^\circ,108^\circ,0.8467164644435414,0.6522112366081658
pairwise_router_v120_budget0_all_0211_recovery_s60601_p100_t3,recovery,B,60601,100,3,union_rank_top3,False,True,18^\circ,108^\circ,0.8377693755810917,0.6522112366081658
pairwise_router_v120_budget0_all_0212_recovery_s60601_p100_t4,recovery,B,60601,100,4,union_rank_top3,False,True,18^\circ,108^\circ,0.805134963969013,0.6522112366081658
pairwise_router_v120_budget0_all_0213_recovery_s60601_p100_t5,recovery,B,60601,100,5,union_rank_top3,False,True,18^\circ,108^\circ,0.8899916186512755,0.6522112366081658
pairwise_router_v120_budget0_all_0214_recovery_s60601_p101_t0,recovery,B,60601,101,0,union_rank_top3,False,True,10,16,0.9896697210407427,0.6522112366081658
pairwise_router_v120_budget0_all_0215_recovery_s60601_p101_t1,recovery,B,60601,101,1,union_rank_top3,False,True,10,16,0.9651501328714988,0.6522112366081658
pairwise_router_v120_budget0_all_0216_recovery_s60601_p101_t2,recovery,B,60601,101,2,union_rank_top3,False,True,12,16,0.9790854755896898,0.6522112366081658
pairwise_router_v120_budget0_all_0217_recovery_s60601_p101_t3,recovery,B,60601,101,3,union_rank_top3,False,True,8,16,0.8953504440414478,0.6522112366081658
pairwise_router_v120_budget0_all_0218_recovery_s60601_p101_t4,recovery,B,60601,101,4,union_rank_top3,False,True,12,16,0.979357184745971,0.6522112366081658
pairwise_router_v120_budget0_all_0219_recovery_s60601_p101_t5,recovery,B,60601,101,5,union_rank_top3,False,True,12,16,0.9333732284836952,0.6522112366081658
pairwise_router_v120_budget0_all_0220_recovery_s60601_p101_t6,recovery,B,60601,101,6,union_rank_top3,False,True,12,16,0.8844943598482582,0.6522112366081658
pairwise_router_v120_budget0_all_0221_recovery_s60601_p101_t7,recovery,B,60601,101,7,union_rank_top3,False,True,12,16,0.9165591644711922,0.6522112366081658
pairwise_router_v120_budget0_all_0222_recovery_s60601_p102_t0,recovery,B,60601,102,0,union_rank_top3,False,True,33,330,0.7692162631355512,0.6522112366081658
pairwise_router_v120_budget0_all_0223_recovery_s60601_p102_t2,recovery,B,60601,102,2,union_rank_top3,False,True,33,330,0.8575913099430847,0.6522112366081658
pairwise_router_v120_budget0_all_0224_recovery_s60601_p102_t3,recovery,B,60601,102,3,union_rank_top3,False,True,33,330,0.7892953032632882,0.6522112366081658
pairwise_router_v120_budget0_all_0225_recovery_s60601_p102_t5,recovery,B,60601,102,5,union_rank_top3,False,True,33,330,0.7928090839270584,0.6522112366081658
pairwise_router_v120_budget0_all_0226_recovery_s60601_p102_t7,recovery,B,60601,102,7,union_rank_top3,False,True,33,330,0.8309970223817164,0.6522112366081658
pairwise_router_v120_budget0_all_0227_recovery_s60601_p111_t1,recovery,B,60601,111,1,union_rank_top3,False,True,0,32-8\pi,0.824266582713765,0.6522112366081658
pairwise_router_v120_budget0_all_0228_recovery_s60601_p111_t2,recovery,B,60601,111,2,union_rank_top3,False,True,0,32-8\pi,0.7218748829833718,0.6522112366081658
pairwise_router_v120_budget0_all_0229_recovery_s60601_p111_t4,recovery,B,60601,111,4,union_rank_top3,False,True,0,32-8\pi,0.7427948372608055,0.6522112366081658
pairwise_router_v120_budget0_all_0230_recovery_s60601_p111_t5,recovery,B,60601,111,5,union_rank_top3,False,True,0,32-8\pi,0.6928164408164734,0.6522112366081658
pairwise_router_v120_budget0_all_0231_recovery_s60601_p111_t6,recovery,B,60601,111,6,target_intersection_top20,False,True,0,32-8\pi,0.8081993657152496,0.6522112366081658
pairwise_router_v120_budget0_all_0232_recovery_s60601_p111_t7,recovery,B,60601,111,7,union_rank_top3,False,True,0,32-8\pi,0.7811630198799273,0.6522112366081658
pairwise_router_v120_budget0_all_0233_recovery_s60602_p12_t0,recovery,B,60602,12,0,target_intersection_top20,False,True,7/1099,1/83,0.9840254117409363,0.7695955566317789
pairwise_router_v120_budget0_all_0234_recovery_s60602_p12_t1,recovery,B,60602,12,1,union_rank_top3,False,True,7/1099,1/83,0.8518661566961552,0.7695955566317789
pairwise_router_v120_budget0_all_0235_recovery_s60602_p12_t2,recovery,B,60602,12,2,union_rank_top3,False,True,7/1099,1/83,0.8276304156011803,0.7695955566317789
pairwise_router_v120_budget0_all_0236_recovery_s60602_p12_t3,recovery,B,60602,12,3,union_rank_top3,False,True,7/1099,1/83,0.8471774079340786,0.7695955566317789
pairwise_router_v120_budget0_all_0237_recovery_s60602_p12_t4,recovery,B,60602,12,4,union_rank_top3,False,True,7/1099,1/83,0.8820316229039533,0.7695955566317789
pairwise_router_v120_budget0_all_0238_recovery_s60602_p12_t5,recovery,B,60602,12,5,union_rank_top3,False,True,7/1099,1/83,0.8547442137980227,0.7695955566317789
pairwise_router_v120_budget0_all_0239_recovery_s60602_p12_t6,recovery,B,60602,12,6,union_rank_top3,False,True,7/1099,1/83,0.8573211627754589,0.7695955566317789
pairwise_router_v120_budget0_all_0240_recovery_s60602_p12_t7,recovery,B,60602,12,7,union_rank_top3,False,True,7/1099,1/83,0.8464036939884223,0.7695955566317789
pairwise_router_v120_budget0_all_0241_recovery_s60602_p35_t0,recovery,B,60602,35,0,union_rank_top3,False,True,1/36,1/6,0.9638673582742279,0.7695955566317789
pairwise_router_v120_budget0_all_0242_recovery_s60602_p35_t1,recovery,B,60602,35,1,union_rank_top3,False,True,1/36,1/6,0.9694926541253011,0.7695955566317789
pairwise_router_v120_budget0_all_0243_recovery_s60602_p35_t2,recovery,B,60602,35,2,union_rank_top3,False,True,1/36,1/6,0.9639153842327536,0.7695955566317789
pairwise_router_v120_budget0_all_0244_recovery_s60602_p35_t3,recovery,B,60602,35,3,union_rank_top3,False,True,1/36,1/6,0.9445528325882152,0.7695955566317789
pairwise_router_v120_budget0_all_0245_recovery_s60602_p35_t4,recovery,B,60602,35,4,union_rank_top3,False,True,1/36,1/6,0.960684351224,0.7695955566317789
pairwise_router_v120_budget0_all_0246_recovery_s60602_p35_t5,recovery,B,60602,35,5,union_rank_top3,False,True,1/36,1/6,0.95920631341634,0.7695955566317789
pairwise_router_v120_budget0_all_0247_recovery_s60602_p35_t6,recovery,B,60602,35,6,union_rank_top3,False,True,1/36,1/6,0.9590689324050581,0.7695955566317789
pairwise_router_v120_budget0_all_0248_recovery_s60602_p35_t7,recovery,B,60602,35,7,union_rank_top3,False,True,1/36,1/6,0.9604954767999437,0.7695955566317789
pairwise_router_v120_budget0_all_0249_recovery_s60602_p43_t0,recovery,B,60602,43,0,union_rank_top3,False,True,100,50,0.8506580062120774,0.7695955566317789
pairwise_router_v120_budget0_all_0250_recovery_s60602_p43_t3,recovery,B,60602,43,3,target_intersection_top20,False,True,100,50,0.9890727100970111,0.7695955566317789
pairwise_router_v120_budget0_all_0251_recovery_s60602_p47_t2,recovery,B,60602,47,2,target_intersection_top20,False,True,25,25/3,0.7846739937840063,0.7695955566317789
pairwise_router_v120_budget0_all_0252_recovery_s60602_p47_t3,recovery,B,60602,47,3,target_intersection_top20,False,True,25,25/3,0.7999718300523645,0.7695955566317789
pairwise_router_v120_budget0_all_0253_recovery_s60602_p91_t0,recovery,B,60602,91,0,union_rank_top3,False,True,16,6,0.7934034556072689,0.7695955566317789
pairwise_router_v120_budget0_all_0254_recovery_s60602_p91_t2,recovery,B,60602,91,2,union_rank_top3,False,True,16,6,0.8158476336032278,0.7695955566317789
pairwise_router_v120_budget0_all_0255_recovery_s60602_p91_t5,recovery,B,60602,91,5,union_rank_top3,False,True,16,6,0.7977395307785898,0.7695955566317789
pairwise_router_v120_budget0_all_0256_recovery_s60602_p98_t6,recovery,B,60602,98,6,target_intersection_top20,False,True,\$12,\$36,0.8655612018308307,0.7695955566317789
pairwise_router_v120_budget0_all_0257_recovery_s60602_p99_t4,recovery,B,60602,99,4,target_intersection_top20,False,True,1.25x,\$3.25,0.8117607497780952,0.7695955566317789
pairwise_router_v120_budget0_all_0258_recovery_s60602_p100_t0,recovery,B,60602,100,0,union_rank_top3,False,True,18^\circ,108^\circ,0.7755808162196318,0.7695955566317789
pairwise_router_v120_budget0_all_0259_recovery_s60602_p111_t2,recovery,B,60602,111,2,target_intersection_top20,False,True,0,32-8\pi,0.8640393699608585,0.7695955566317789
pairwise_router_v120_budget0_all_0260_recovery_s60603_p3_t0,recovery,B,60603,3,0,union_rank_top3,False,True,6.4,73.5,0.9881796360019343,0.4164719054085135
pairwise_router_v120_budget0_all_0261_recovery_s60603_p3_t1,recovery,B,60603,3,1,union_rank_top3,False,True,6.4,73.5,0.9907648318916868,0.4164719054085135
pairwise_router_v120_budget0_all_0262_recovery_s60603_p3_t2,recovery,B,60603,3,2,union_rank_top3,False,True,6.4,73.5,0.9930019563849505,0.4164719054085135
pairwise_router_v120_budget0_all_0263_recovery_s60603_p3_t3,recovery,B,60603,3,3,union_rank_top3,False,True,0.57,73.5,0.9593132234101684,0.4164719054085135
pairwise_router_v120_budget0_all_0264_recovery_s60603_p3_t4,recovery,B,60603,3,4,union_rank_top3,False,True,0.57,73.5,0.9875690165543034,0.4164719054085135
pairwise_router_v120_budget0_all_0265_recovery_s60603_p3_t5,recovery,B,60603,3,5,union_rank_top3,False,True,42,73.5,0.9884064578798157,0.4164719054085135
pairwise_router_v120_budget0_all_0266_recovery_s60603_p3_t6,recovery,B,60603,3,6,union_rank_top3,False,True,1,73.5,0.98701820429109,0.4164719054085135
pairwise_router_v120_budget0_all_0267_recovery_s60603_p3_t7,recovery,B,60603,3,7,union_rank_top3,False,True,1,73.5,0.9786335430676509,0.4164719054085135
pairwise_router_v120_budget0_all_0268_recovery_s60603_p7_t0,recovery,B,60603,7,0,union_rank_top3,False,True,13,5,0.6020269840297485,0.4164719054085135
pairwise_router_v120_budget0_all_0269_recovery_s60603_p7_t4,recovery,B,60603,7,4,union_rank_top3,False,True,13,5,0.656658672150837,0.4164719054085135
pairwise_router_v120_budget0_all_0270_recovery_s60603_p7_t5,recovery,B,60603,7,5,union_rank_top3,False,True,13,5,0.5468278094208742,0.4164719054085135
pairwise_router_v120_budget0_all_0271_recovery_s60603_p9_t3,recovery,B,60603,9,3,union_rank_top3,False,True,7,12,0.638411619578629,0.4164719054085135
pairwise_router_v120_budget0_all_0272_recovery_s60603_p10_t1,recovery,B,60603,10,1,union_rank_top3,False,True,10,30,0.9802582884175803,0.4164719054085135
pairwise_router_v120_budget0_all_0273_recovery_s60603_p10_t2,recovery,B,60603,10,2,union_rank_top3,False,True,10,30,0.9969857095564639,0.4164719054085135
pairwise_router_v120_budget0_all_0274_recovery_s60603_p10_t3,recovery,B,60603,10,3,target_intersection_top10,False,True,10,30,0.9986177703317405,0.4164719054085135
pairwise_router_v120_budget0_all_0275_recovery_s60603_p10_t4,recovery,B,60603,10,4,union_rank_top3,False,True,10,30,0.9983350768191149,0.4164719054085135
pairwise_router_v120_budget0_all_0276_recovery_s60603_p10_t5,recovery,B,60603,10,5,union_rank_top3,False,True,10,30,0.9700706350924794,0.4164719054085135
pairwise_router_v120_budget0_all_0277_recovery_s60603_p10_t6,recovery,B,60603,10,6,union_rank_top3,False,True,10,30,0.9975149478809141,0.4164719054085135
pairwise_router_v120_budget0_all_0278_recovery_s60603_p10_t7,recovery,B,60603,10,7,union_rank_top3,False,True,10,30,0.9700868998298606,0.4164719054085135
pairwise_router_v120_budget0_all_0279_recovery_s60603_p19_t2,recovery,B,60603,19,2,union_rank_top3,False,True,0,-7,0.9304028888184593,0.4164719054085135
pairwise_router_v120_budget0_all_0280_recovery_s60603_p19_t4,recovery,B,60603,19,4,union_rank_top3,False,True,0,-7,0.9571485869857819,0.4164719054085135
pairwise_router_v120_budget0_all_0281_recovery_s60603_p29_t5,recovery,B,60603,29,5,target_intersection_top20,False,True,"(-\infty,-2)\cup(3,\infty)","(-\infty,-2)\cup(-2,3)\cup(3,\infty)",0.9818942143987822,0.4164719054085135
pairwise_router_v120_budget0_all_0282_recovery_s60603_p35_t0,recovery,B,60603,35,0,union_rank_top3,False,True,1/36,1/6,0.9866680958569648,0.4164719054085135
pairwise_router_v120_budget0_all_0283_recovery_s60603_p35_t1,recovery,B,60603,35,1,union_rank_top3,False,True,1/36,1/6,0.9948609193068794,0.4164719054085135
pairwise_router_v120_budget0_all_0284_recovery_s60603_p35_t2,recovery,B,60603,35,2,union_rank_top3,False,True,1/36,1/6,0.7856237580465886,0.4164719054085135
pairwise_router_v120_budget0_all_0285_recovery_s60603_p35_t5,recovery,B,60603,35,5,union_rank_top3,False,True,1/36,1/6,0.9552635533109226,0.4164719054085135
pairwise_router_v120_budget0_all_0286_recovery_s60603_p35_t6,recovery,B,60603,35,6,union_rank_top3,False,True,1/36,1/6,0.9760506146650101,0.4164719054085135
pairwise_router_v120_budget0_all_0287_recovery_s60603_p35_t7,recovery,B,60603,35,7,union_rank_top3,False,True,1/36,1/6,0.9909750773781963,0.4164719054085135
pairwise_router_v120_budget0_all_0288_recovery_s60603_p39_t1,recovery,B,60603,39,1,union_rank_top3,False,True,1/4,11/850,0.9223632409845869,0.4164719054085135
pairwise_router_v120_budget0_all_0289_recovery_s60603_p39_t3,recovery,B,60603,39,3,union_rank_top3,False,True,1/4,11/850,0.8846796460982583,0.4164719054085135
pairwise_router_v120_budget0_all_0290_recovery_s60603_p39_t4,recovery,B,60603,39,4,union_rank_top3,False,True,1/64,11/850,0.9442934243366446,0.4164719054085135
pairwise_router_v120_budget0_all_0291_recovery_s60603_p39_t5,recovery,B,60603,39,5,union_rank_top3,False,True,1/64,11/850,0.9541568506310566,0.4164719054085135
pairwise_router_v120_budget0_all_0292_recovery_s60603_p39_t7,recovery,B,60603,39,7,union_rank_top3,False,True,1/64,11/850,0.9417997268755725,0.4164719054085135
pairwise_router_v120_budget0_all_0293_recovery_s60603_p43_t6,recovery,B,60603,43,6,union_rank_top3,False,True,100,50,0.930155018313718,0.4164719054085135
pairwise_router_v120_budget0_all_0294_recovery_s60603_p43_t7,recovery,B,60603,43,7,union_rank_top3,False,True,25,50,0.8183122828261679,0.4164719054085135
pairwise_router_v120_budget0_all_0295_recovery_s60603_p47_t1,recovery,B,60603,47,1,union_rank_top3,False,True,25,25/3,0.6503584358871322,0.4164719054085135
pairwise_router_v120_budget0_all_0296_recovery_s60603_p47_t2,recovery,B,60603,47,2,target_intersection_top20,False,True,25,25/3,0.9960705723242697,0.4164719054085135
pairwise_router_v120_budget0_all_0297_recovery_s60603_p47_t3,recovery,B,60603,47,3,target_intersection_top20,False,True,25,25/3,0.9954965506948479,0.4164719054085135
pairwise_router_v120_budget0_all_0298_recovery_s60603_p47_t4,recovery,B,60603,47,4,target_intersection_top20,False,True,25,25/3,0.9937319563408439,0.4164719054085135
pairwise_router_v120_budget0_all_0299_recovery_s60603_p47_t5,recovery,B,60603,47,5,target_intersection_top10,False,True,25,25/3,0.9309522006907974,0.4164719054085135
pairwise_router_v120_budget0_all_0300_recovery_s60603_p47_t6,recovery,B,60603,47,6,target_intersection_top20,False,True,25,25/3,0.9520108741354484,0.4164719054085135
pairwise_router_v120_budget0_all_0301_recovery_s60603_p79_t5,recovery,B,60603,79,5,union_rank_top3,False,True,1,2,0.9282033898065634,0.4164719054085135
pairwise_router_v120_budget0_all_0302_recovery_s60603_p79_t6,recovery,B,60603,79,6,union_rank_top3,False,True,3,2,0.781506396600945,0.4164719054085135
pairwise_router_v120_budget0_all_0303_recovery_s60603_p83_t0,recovery,B,60603,83,0,union_rank_top3,False,True,110.37,37,0.5863754573004777,0.4164719054085135
pairwise_router_v120_budget0_all_0304_recovery_s60603_p83_t2,recovery,B,60603,83,2,union_rank_top3,False,True,0,37,0.9625034373497311,0.4164719054085135
pairwise_router_v120_budget0_all_0305_recovery_s60603_p83_t3,recovery,B,60603,83,3,union_rank_top3,False,True,0,37,0.8316692785272308,0.4164719054085135
pairwise_router_v120_budget0_all_0306_recovery_s60603_p91_t0,recovery,B,60603,91,0,union_rank_top3,False,True,16,6,0.9997494497400968,0.4164719054085135
pairwise_router_v120_budget0_all_0307_recovery_s60603_p91_t1,recovery,B,60603,91,1,union_rank_top3,False,True,16,6,0.9999369534956856,0.4164719054085135
pairwise_router_v120_budget0_all_0308_recovery_s60603_p91_t2,recovery,B,60603,91,2,union_rank_top3,False,True,16,6,0.9999590538306646,0.4164719054085135
pairwise_router_v120_budget0_all_0309_recovery_s60603_p91_t3,recovery,B,60603,91,3,union_rank_top3,False,True,16,6,0.9997033346918126,0.4164719054085135
pairwise_router_v120_budget0_all_0310_recovery_s60603_p91_t4,recovery,B,60603,91,4,union_rank_top3,False,True,16,6,0.999755435755347,0.4164719054085135
pairwise_router_v120_budget0_all_0311_recovery_s60603_p91_t5,recovery,B,60603,91,5,union_rank_top3,False,True,16,6,0.9999032621881764,0.4164719054085135
pairwise_router_v120_budget0_all_0312_recovery_s60603_p91_t6,recovery,B,60603,91,6,union_rank_top3,False,True,16,6,0.9997761560843347,0.4164719054085135
pairwise_router_v120_budget0_all_0313_recovery_s60603_p91_t7,recovery,B,60603,91,7,union_rank_top3,False,True,16,6,0.9999003535143345,0.4164719054085135
pairwise_router_v120_budget0_all_0314_recovery_s60603_p94_t1,recovery,B,60603,94,1,union_rank_top3,False,True,1,53,0.966259146479976,0.4164719054085135
pairwise_router_v120_budget0_all_0315_recovery_s60603_p94_t2,recovery,B,60603,94,2,union_rank_top3,False,True,1,53,0.8849468999916423,0.4164719054085135
pairwise_router_v120_budget0_all_0316_recovery_s60603_p94_t6,recovery,B,60603,94,6,union_rank_top3,False,True,1,53,0.9456414985915966,0.4164719054085135
pairwise_router_v120_budget0_all_0317_recovery_s60603_p95_t7,recovery,B,60603,95,7,target_intersection_top20,False,True,180,90,0.9568484051319441,0.4164719054085135
pairwise_router_v120_budget0_all_0318_recovery_s60603_p96_t0,recovery,B,60603,96,0,union_rank_top3,False,True,\$1.50,\$7.50,0.9836806339575739,0.4164719054085135
pairwise_router_v120_budget0_all_0319_recovery_s60603_p96_t1,recovery,B,60603,96,1,target_intersection_top20,False,True,\$1.50,\$7.50,0.9988810620599783,0.4164719054085135
